Iter = 1, PhenoGraph_k = 30, complete_graph (percentile=95,k=10), Overall Survival, Number of Groups = 5, p-value = 0.00117
Iter = 2, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=80,k=10), Disease-specific Survival, Number of Groups = 7, p-value = 0.00706
Iter = 2, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=75,k=10), Disease-specific Survival, Number of Groups = 5, p-value = 0.00283
Iter = 2, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=70,k=10), Disease-specific Survival, Number of Groups = 5, p-value = 0.00465
Iter = 2, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=65,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.00873
Iter = 2, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=60,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.00951
Iter = 2, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=55,k=10), Disease-specific Survival, Number of Groups = 5, p-value = 0.03419
Iter = 2, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=50,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.01127
Iter = 2, PhenoGraph_k = 30, knn_graph (percentile=95,k=3), Disease-specific Survival, Number of Groups = 10, p-value = 0.01093
Iter = 2, PhenoGraph_k = 30, knn_graph (percentile=95,k=5), Disease-specific Survival, Number of Groups = 11, p-value = 0.06515
Iter = 2, PhenoGraph_k = 30, knn_graph (percentile=95,k=10), Disease-specific Survival, Number of Groups = 12, p-value = 0.02186
Iter = 2, PhenoGraph_k = 30, knn_graph (percentile=95,k=15), Disease-specific Survival, Number of Groups = 11, p-value = 0.00076
Iter = 2, PhenoGraph_k = 30, knn_graph (percentile=95,k=20), Disease-specific Survival, Number of Groups = 11, p-value = 0.00187
Iter = 2, PhenoGraph_k = 30, knn_graph (percentile=95,k=25), Disease-specific Survival, Number of Groups = 9, p-value = 0.00367
Iter = 2, PhenoGraph_k = 30, knn_graph (percentile=95,k=30), Disease-specific Survival, Number of Groups = 8, p-value = 0.00447
Iter = 2, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=3), Disease-specific Survival, Number of Groups = 11, p-value = 0.02730
Iter = 2, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=5), Disease-specific Survival, Number of Groups = 12, p-value = 0.00703
Iter = 2, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=10), Disease-specific Survival, Number of Groups = 11, p-value = 0.00533
Iter = 2, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=15), Disease-specific Survival, Number of Groups = 9, p-value = 0.01804
Iter = 2, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=20), Disease-specific Survival, Number of Groups = 8, p-value = 0.00365
Iter = 2, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=25), Disease-specific Survival, Number of Groups = 8, p-value = 0.06971
Iter = 2, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=30), Disease-specific Survival, Number of Groups = 7, p-value = 0.03384
Iter = 2, PhenoGraph_k = 30, complete_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.08670
Iter = 2, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=95,k=10), Relapse-free Survival, Number of Groups = 8, p-value = 0.00412
Iter = 2, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=90,k=10), Relapse-free Survival, Number of Groups = 9, p-value = 0.10191
Iter = 2, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=85,k=10), Relapse-free Survival, Number of Groups = 7, p-value = 0.01413
Iter = 2, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=80,k=10), Relapse-free Survival, Number of Groups = 7, p-value = 0.03318
Iter = 2, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=75,k=10), Relapse-free Survival, Number of Groups = 5, p-value = 0.02694
Iter = 2, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=70,k=10), Relapse-free Survival, Number of Groups = 5, p-value = 0.04732
Iter = 2, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=65,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.05738
Iter = 2, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=60,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.08045
Iter = 2, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=55,k=10), Relapse-free Survival, Number of Groups = 5, p-value = 0.10871
Iter = 2, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=50,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.07522
Iter = 2, PhenoGraph_k = 30, knn_graph (percentile=95,k=3), Relapse-free Survival, Number of Groups = 10, p-value = 0.00264
Iter = 2, PhenoGraph_k = 30, knn_graph (percentile=95,k=5), Relapse-free Survival, Number of Groups = 11, p-value = 0.05070
Iter = 2, PhenoGraph_k = 30, knn_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 12, p-value = 0.02182
Iter = 2, PhenoGraph_k = 30, knn_graph (percentile=95,k=15), Relapse-free Survival, Number of Groups = 11, p-value = 0.00112
Iter = 2, PhenoGraph_k = 30, knn_graph (percentile=95,k=20), Relapse-free Survival, Number of Groups = 11, p-value = 0.00864
Iter = 2, PhenoGraph_k = 30, knn_graph (percentile=95,k=25), Relapse-free Survival, Number of Groups = 9, p-value = 0.01740
Iter = 2, PhenoGraph_k = 30, knn_graph (percentile=95,k=30), Relapse-free Survival, Number of Groups = 8, p-value = 0.01099
Iter = 2, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=3), Relapse-free Survival, Number of Groups = 11, p-value = 0.09749
Iter = 2, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=5), Relapse-free Survival, Number of Groups = 12, p-value = 0.01823
Iter = 2, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 11, p-value = 0.00608
Iter = 2, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=15), Relapse-free Survival, Number of Groups = 9, p-value = 0.08256
Iter = 2, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=20), Relapse-free Survival, Number of Groups = 8, p-value = 0.01492
Iter = 2, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=25), Relapse-free Survival, Number of Groups = 8, p-value = 0.09752
Iter = 2, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=30), Relapse-free Survival, Number of Groups = 7, p-value = 0.08068
Iter = 3, PhenoGraph_k = 30, complete_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.18711
Iter = 3, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=95,k=10), Relapse-free Survival, Number of Groups = 9, p-value = 0.00644
Iter = 3, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=90,k=10), Relapse-free Survival, Number of Groups = 9, p-value = 0.01442
Iter = 3, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=85,k=10), Relapse-free Survival, Number of Groups = 7, p-value = 0.06640
Iter = 3, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=80,k=10), Relapse-free Survival, Number of Groups = 5, p-value = 0.03024
Iter = 3, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=75,k=10), Relapse-free Survival, Number of Groups = 5, p-value = 0.03042
Iter = 3, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=70,k=10), Relapse-free Survival, Number of Groups = 5, p-value = 0.03108
Iter = 3, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=65,k=10), Relapse-free Survival, Number of Groups = 5, p-value = 0.05708
Iter = 3, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=60,k=10), Relapse-free Survival, Number of Groups = 5, p-value = 0.03302
Iter = 3, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=55,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.06238
Iter = 3, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=50,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.06720
Iter = 3, PhenoGraph_k = 30, knn_graph (percentile=95,k=3), Relapse-free Survival, Number of Groups = 11, p-value = 0.11897
Iter = 3, PhenoGraph_k = 30, knn_graph (percentile=95,k=5), Relapse-free Survival, Number of Groups = 12, p-value = 0.03543
Iter = 3, PhenoGraph_k = 30, knn_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 12, p-value = 0.00026
Iter = 3, PhenoGraph_k = 30, knn_graph (percentile=95,k=15), Relapse-free Survival, Number of Groups = 9, p-value = 0.20935
Iter = 3, PhenoGraph_k = 30, knn_graph (percentile=95,k=20), Relapse-free Survival, Number of Groups = 10, p-value = 0.19816
Iter = 3, PhenoGraph_k = 30, knn_graph (percentile=95,k=25), Relapse-free Survival, Number of Groups = 9, p-value = 0.14954
Iter = 3, PhenoGraph_k = 30, knn_graph (percentile=95,k=30), Relapse-free Survival, Number of Groups = 8, p-value = 0.08861
Iter = 3, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=3), Relapse-free Survival, Number of Groups = 11, p-value = 0.02482
Iter = 3, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=5), Relapse-free Survival, Number of Groups = 12, p-value = 0.00826
Iter = 3, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 10, p-value = 0.06715
Iter = 3, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=15), Relapse-free Survival, Number of Groups = 10, p-value = 0.22095
Iter = 3, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=20), Relapse-free Survival, Number of Groups = 9, p-value = 0.40495
Iter = 3, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=25), Relapse-free Survival, Number of Groups = 8, p-value = 0.16696
Iter = 3, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=30), Relapse-free Survival, Number of Groups = 7, p-value = 0.11483
Iter = 3, PhenoGraph_k = 30, complete_graph (percentile=95,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.01876
Iter = 3, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=95,k=10), Disease-specific Survival, Number of Groups = 9, p-value = 0.00385
Iter = 3, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=90,k=10), Disease-specific Survival, Number of Groups = 9, p-value = 0.00847
Iter = 3, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=85,k=10), Disease-specific Survival, Number of Groups = 7, p-value = 0.00549
Iter = 3, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=80,k=10), Disease-specific Survival, Number of Groups = 5, p-value = 0.00353
Iter = 3, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=75,k=10), Disease-specific Survival, Number of Groups = 5, p-value = 0.00124
Iter = 3, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=70,k=10), Disease-specific Survival, Number of Groups = 5, p-value = 0.00578
Iter = 3, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=65,k=10), Disease-specific Survival, Number of Groups = 5, p-value = 0.00141
Iter = 3, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=60,k=10), Disease-specific Survival, Number of Groups = 5, p-value = 0.00137
Iter = 3, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=55,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.00643
Iter = 3, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=50,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.00719
Iter = 3, PhenoGraph_k = 30, knn_graph (percentile=95,k=3), Disease-specific Survival, Number of Groups = 11, p-value = 0.00501
Iter = 3, PhenoGraph_k = 30, knn_graph (percentile=95,k=5), Disease-specific Survival, Number of Groups = 12, p-value = 0.01020
Iter = 3, PhenoGraph_k = 30, knn_graph (percentile=95,k=10), Disease-specific Survival, Number of Groups = 12, p-value = 0.00062
Iter = 3, PhenoGraph_k = 30, knn_graph (percentile=95,k=15), Disease-specific Survival, Number of Groups = 9, p-value = 0.08163
Iter = 3, PhenoGraph_k = 30, knn_graph (percentile=95,k=20), Disease-specific Survival, Number of Groups = 10, p-value = 0.20815
Iter = 3, PhenoGraph_k = 30, knn_graph (percentile=95,k=25), Disease-specific Survival, Number of Groups = 9, p-value = 0.06792
Iter = 3, PhenoGraph_k = 30, knn_graph (percentile=95,k=30), Disease-specific Survival, Number of Groups = 8, p-value = 0.04134
Iter = 3, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=3), Disease-specific Survival, Number of Groups = 11, p-value = 0.00225
Iter = 3, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=5), Disease-specific Survival, Number of Groups = 12, p-value = 0.00217
Iter = 3, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=10), Disease-specific Survival, Number of Groups = 10, p-value = 0.03971
Iter = 3, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=15), Disease-specific Survival, Number of Groups = 10, p-value = 0.15181
Iter = 3, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=20), Disease-specific Survival, Number of Groups = 9, p-value = 0.10603
Iter = 3, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=25), Disease-specific Survival, Number of Groups = 8, p-value = 0.17635
Iter = 3, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=30), Disease-specific Survival, Number of Groups = 7, p-value = 0.16126
Iter = 3, PhenoGraph_k = 30, complete_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.18711
Iter = 3, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=95,k=10), Relapse-free Survival, Number of Groups = 9, p-value = 0.00644
Iter = 3, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=90,k=10), Relapse-free Survival, Number of Groups = 9, p-value = 0.01442
Iter = 3, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=85,k=10), Relapse-free Survival, Number of Groups = 7, p-value = 0.06640
Iter = 3, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=80,k=10), Relapse-free Survival, Number of Groups = 5, p-value = 0.03024
Iter = 3, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=75,k=10), Relapse-free Survival, Number of Groups = 5, p-value = 0.03042
Iter = 3, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=70,k=10), Relapse-free Survival, Number of Groups = 5, p-value = 0.03108
Iter = 3, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=65,k=10), Relapse-free Survival, Number of Groups = 5, p-value = 0.05708
Iter = 3, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=60,k=10), Relapse-free Survival, Number of Groups = 5, p-value = 0.03302
Iter = 3, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=55,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.06238
Iter = 3, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=50,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.06720
Iter = 3, PhenoGraph_k = 30, knn_graph (percentile=95,k=3), Relapse-free Survival, Number of Groups = 11, p-value = 0.11897
Iter = 3, PhenoGraph_k = 30, knn_graph (percentile=95,k=5), Relapse-free Survival, Number of Groups = 12, p-value = 0.03543
Iter = 3, PhenoGraph_k = 30, knn_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 12, p-value = 0.00026
Iter = 3, PhenoGraph_k = 30, knn_graph (percentile=95,k=15), Relapse-free Survival, Number of Groups = 9, p-value = 0.20935
Iter = 3, PhenoGraph_k = 30, knn_graph (percentile=95,k=20), Relapse-free Survival, Number of Groups = 10, p-value = 0.19816
Iter = 3, PhenoGraph_k = 30, knn_graph (percentile=95,k=25), Relapse-free Survival, Number of Groups = 9, p-value = 0.14954
Iter = 3, PhenoGraph_k = 30, knn_graph (percentile=95,k=30), Relapse-free Survival, Number of Groups = 8, p-value = 0.08861
Iter = 3, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=3), Relapse-free Survival, Number of Groups = 11, p-value = 0.02482
Iter = 3, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=5), Relapse-free Survival, Number of Groups = 12, p-value = 0.00826
Iter = 3, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 10, p-value = 0.06715
Iter = 3, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=15), Relapse-free Survival, Number of Groups = 10, p-value = 0.22095
Iter = 3, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=20), Relapse-free Survival, Number of Groups = 9, p-value = 0.40495
Iter = 3, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=25), Relapse-free Survival, Number of Groups = 8, p-value = 0.16696
Iter = 3, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=30), Relapse-free Survival, Number of Groups = 7, p-value = 0.11483
Iter = 4, PhenoGraph_k = 30, complete_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 5, p-value = 0.11646
Iter = 4, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=95,k=10), Relapse-free Survival, Number of Groups = 10, p-value = 0.19746
Iter = 4, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=90,k=10), Relapse-free Survival, Number of Groups = 7, p-value = 0.14813
Iter = 4, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=85,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.10985
Iter = 4, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=80,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.09390
Iter = 4, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=75,k=10), Relapse-free Survival, Number of Groups = 5, p-value = 0.06665
Iter = 4, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=70,k=10), Relapse-free Survival, Number of Groups = 5, p-value = 0.09858
Iter = 4, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=65,k=10), Relapse-free Survival, Number of Groups = 5, p-value = 0.12533
Iter = 4, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=60,k=10), Relapse-free Survival, Number of Groups = 5, p-value = 0.11308
Iter = 4, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=55,k=10), Relapse-free Survival, Number of Groups = 5, p-value = 0.15015
Iter = 4, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=50,k=10), Relapse-free Survival, Number of Groups = 5, p-value = 0.15015
Iter = 4, PhenoGraph_k = 30, knn_graph (percentile=95,k=3), Relapse-free Survival, Number of Groups = 11, p-value = 0.03442
Iter = 4, PhenoGraph_k = 30, knn_graph (percentile=95,k=5), Relapse-free Survival, Number of Groups = 12, p-value = 0.12629
Iter = 4, PhenoGraph_k = 30, knn_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 11, p-value = 0.52152
Iter = 4, PhenoGraph_k = 30, knn_graph (percentile=95,k=15), Relapse-free Survival, Number of Groups = 10, p-value = 0.29686
Iter = 4, PhenoGraph_k = 30, knn_graph (percentile=95,k=20), Relapse-free Survival, Number of Groups = 10, p-value = 0.21024
Iter = 4, PhenoGraph_k = 30, knn_graph (percentile=95,k=25), Relapse-free Survival, Number of Groups = 10, p-value = 0.18545
Iter = 4, PhenoGraph_k = 30, knn_graph (percentile=95,k=30), Relapse-free Survival, Number of Groups = 9, p-value = 0.12567
Iter = 4, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=3), Relapse-free Survival, Number of Groups = 12, p-value = 0.18153
Iter = 4, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=5), Relapse-free Survival, Number of Groups = 11, p-value = 0.04053
Iter = 4, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 10, p-value = 0.11708
Iter = 4, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=15), Relapse-free Survival, Number of Groups = 10, p-value = 0.16958
Iter = 4, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=20), Relapse-free Survival, Number of Groups = 9, p-value = 0.12011
Iter = 4, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=25), Relapse-free Survival, Number of Groups = 8, p-value = 0.16518
Iter = 4, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=30), Relapse-free Survival, Number of Groups = 8, p-value = 0.03449
Iter = 4, PhenoGraph_k = 30, complete_graph (percentile=95,k=10), Disease-specific Survival, Number of Groups = 5, p-value = 0.02846
Iter = 4, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=95,k=10), Disease-specific Survival, Number of Groups = 10, p-value = 0.04445
Iter = 4, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=90,k=10), Disease-specific Survival, Number of Groups = 7, p-value = 0.05645
Iter = 4, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=85,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.02801
Iter = 4, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=80,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.01598
Iter = 4, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=75,k=10), Disease-specific Survival, Number of Groups = 5, p-value = 0.03347
Iter = 4, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=70,k=10), Disease-specific Survival, Number of Groups = 5, p-value = 0.02562
Iter = 4, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=65,k=10), Disease-specific Survival, Number of Groups = 5, p-value = 0.03488
Iter = 4, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=60,k=10), Disease-specific Survival, Number of Groups = 5, p-value = 0.02430
Iter = 4, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=55,k=10), Disease-specific Survival, Number of Groups = 5, p-value = 0.03284
Iter = 4, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=50,k=10), Disease-specific Survival, Number of Groups = 5, p-value = 0.03284
Iter = 4, PhenoGraph_k = 30, knn_graph (percentile=95,k=3), Disease-specific Survival, Number of Groups = 11, p-value = 0.04354
Iter = 4, PhenoGraph_k = 30, knn_graph (percentile=95,k=5), Disease-specific Survival, Number of Groups = 12, p-value = 0.12208
Iter = 4, PhenoGraph_k = 30, knn_graph (percentile=95,k=10), Disease-specific Survival, Number of Groups = 11, p-value = 0.23425
Iter = 4, PhenoGraph_k = 30, knn_graph (percentile=95,k=15), Disease-specific Survival, Number of Groups = 10, p-value = 0.16201
Iter = 4, PhenoGraph_k = 30, knn_graph (percentile=95,k=20), Disease-specific Survival, Number of Groups = 10, p-value = 0.08079
Iter = 4, PhenoGraph_k = 30, knn_graph (percentile=95,k=25), Disease-specific Survival, Number of Groups = 10, p-value = 0.08688
Iter = 4, PhenoGraph_k = 30, knn_graph (percentile=95,k=30), Disease-specific Survival, Number of Groups = 9, p-value = 0.03709
Iter = 4, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=3), Disease-specific Survival, Number of Groups = 12, p-value = 0.05808
Iter = 4, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=5), Disease-specific Survival, Number of Groups = 11, p-value = 0.04810
Iter = 4, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=10), Disease-specific Survival, Number of Groups = 10, p-value = 0.09800
Iter = 4, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=15), Disease-specific Survival, Number of Groups = 10, p-value = 0.06942
Iter = 4, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=20), Disease-specific Survival, Number of Groups = 9, p-value = 0.02354
Iter = 4, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=25), Disease-specific Survival, Number of Groups = 8, p-value = 0.02176
Iter = 4, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=30), Disease-specific Survival, Number of Groups = 8, p-value = 0.03190
Iter = 4, PhenoGraph_k = 30, complete_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 5, p-value = 0.11646
Iter = 4, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=95,k=10), Relapse-free Survival, Number of Groups = 10, p-value = 0.19746
Iter = 4, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=90,k=10), Relapse-free Survival, Number of Groups = 7, p-value = 0.14813
Iter = 4, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=85,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.10985
Iter = 4, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=80,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.09390
Iter = 4, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=75,k=10), Relapse-free Survival, Number of Groups = 5, p-value = 0.06665
Iter = 4, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=70,k=10), Relapse-free Survival, Number of Groups = 5, p-value = 0.09858
Iter = 4, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=65,k=10), Relapse-free Survival, Number of Groups = 5, p-value = 0.12533
Iter = 4, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=60,k=10), Relapse-free Survival, Number of Groups = 5, p-value = 0.11308
Iter = 4, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=55,k=10), Relapse-free Survival, Number of Groups = 5, p-value = 0.15015
Iter = 4, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=50,k=10), Relapse-free Survival, Number of Groups = 5, p-value = 0.15015
Iter = 4, PhenoGraph_k = 30, knn_graph (percentile=95,k=3), Relapse-free Survival, Number of Groups = 11, p-value = 0.03442
Iter = 4, PhenoGraph_k = 30, knn_graph (percentile=95,k=5), Relapse-free Survival, Number of Groups = 12, p-value = 0.12629
Iter = 4, PhenoGraph_k = 30, knn_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 11, p-value = 0.52152
Iter = 4, PhenoGraph_k = 30, knn_graph (percentile=95,k=15), Relapse-free Survival, Number of Groups = 10, p-value = 0.29686
Iter = 4, PhenoGraph_k = 30, knn_graph (percentile=95,k=20), Relapse-free Survival, Number of Groups = 10, p-value = 0.21024
Iter = 4, PhenoGraph_k = 30, knn_graph (percentile=95,k=25), Relapse-free Survival, Number of Groups = 10, p-value = 0.18545
Iter = 4, PhenoGraph_k = 30, knn_graph (percentile=95,k=30), Relapse-free Survival, Number of Groups = 9, p-value = 0.12567
Iter = 4, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=3), Relapse-free Survival, Number of Groups = 12, p-value = 0.18153
Iter = 4, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=5), Relapse-free Survival, Number of Groups = 11, p-value = 0.04053
Iter = 4, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 10, p-value = 0.11708
Iter = 4, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=15), Relapse-free Survival, Number of Groups = 10, p-value = 0.16958
Iter = 4, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=20), Relapse-free Survival, Number of Groups = 9, p-value = 0.12011
Iter = 4, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=25), Relapse-free Survival, Number of Groups = 8, p-value = 0.16518
